20151101
64         PYRENEES ATLANTIQUES          
RUE        DE DARRE                   
ROUTE      D ESTIALESCQ               
CHEMIN     DU GABARN                  
IMPASSE    DU GUE                     
RUE        DU HOURQUET                
RUE        DU 14 JUILLET              
RUE        DE LA LANNE                
CHEMIN     DU LAVOIR                  
RUE        DU MOULIN                  
IMPASSE    MOULIN                     
RUE        PARALE                     
IMPASSE    DU PIC D'ANIE              
           commune :     PUYOO                          departement : PYRENEES ATLANTIQUES          
CITE       ARMENTIOU                  
LOT        CASSIUS                    
ZAC        ROUTE DEPARTEMENTALE 817   
LOT        PEDEUPEBE                  
CITE       RIGOULET                   
LIEU-DIT   D ARRIOUSSECQ              
LIEU-DIT   D ARTIGUEBIELLE            
LIEU-DIT   BARON                      
LIEU-DIT   BARTHES                    
LIEU-DIT   BERTRANUSSE                
LIEU-DIT   BOS DE PILLES              
LIEU-DIT   BOURG                      
LIEU-DIT   LA BRASSERIE               
LIEU-DIT   CAMBLAT                    
LIEU-DIT   CAMOT                      
LIEU-DIT   CASSIETS                   
LIEU-DIT   CASSOU                     
LIEU-DIT   CAUIGTS                    
LIEU-DIT   COUDERANNE                 
LIEU-DIT   COUMEIGTS                  
LIEU-DIT   COUTROUILH                 
LIEU-DIT   L EGLISE                   
LIEU-DIT   GABOT                      
LIEU-DIT   GAHUS                      
LIEU-DIT   LA GARE                    
LIEU-DIT   LA GARENNE                 
LIEU-DIT   GAVE                       
LIEU-DIT   LA GLACIERE                
LIEU-DIT   GUIRAUTOU                  
LIEU-DIT   HAYET                      
LIEU-DIT   HAYET BIENABE              
LIEU-DIT   HAYETOTS                   
LIEU-DIT   LAGOURGUE                  
LIEU-DIT   LASSERRE                   
LIEU-DIT   LAULLOU                    
LIEU-DIT   MARCOUEYT                  
LIEU-DIT   MARLAT                     
LIEU-DIT   MARTINETTE                 
LIEU-DIT   MICQ                       
LIEU-DIT   MONTEGUT                   
LIEU-DIT   MOULIN DE CAMBLATS         
LIEU-DIT   LA NASSETTE                
LIEU-DIT   PEDEBOS                    
LIEU-DIT   PEYRANERES                 
LIEU-DIT   LA SABLIERE                
LIEU-DIT   SIOUSSE                    
           AUGAS                      
           BARTHIOU                   
           BERGEROUS                  
           BERNET                     
           BIALE ET LAUSSADE          
           CABE                       
           CASTALAA                   
           CASTERA                    
           CAUSSADE                   
           CHAGUE                     
           DUFFOURCQ                  
           GERONY                     
           LABARTHE                   
           LAGREU                     
           LALANNE                    
           LAMOURERE                  
           LANGLADE                   
           LARRAT                     
           LARRECHES                  
           LASSAUQUE                  
           LAY                        
           LESCAR                     
           LESCOURRE                  
           MADEROU                    
           MARTINAA                   
           MONTAGUT                   
           OUMPRES                    
           PEDEOUBOS ET MAUPAS        
           PEYRAS                     
           PEYRESAUBES                
           LA TERMIERE                
           DU TUNNEL                  
           VILLAGE                    
           D ARMAGNOU                 
           D ARNAUDY                  
           DE LAS ARRIBERES           
           COUT D APOS                
           DAILLENCQ                  
           HAYET                      
           LABARTHETE                 
           LABIE                      
           LAMAYSOU                   
           DE LAS BARTHES             
           LESBOUNIT                  
           LUC                        
           PEYREFEYRE                 
           PRADAS                     
           VIALLER                    
           VI                         
ROUTE      DE BAYONNE                 
RUE        DE LA CROIX                
CHEMIN     DU CAM                     
CHEMIN     DES ECOLES                 
RUE        DE L EGLISE                
ROUTE      DU HAMEAU                  
N          ROUTE NATIONALE            
PLACE      DE LA GENDARMERIE          
RUE        DU CIMETIERE               
ALLEE      MEYER                      
RUE        DE LA POSTE                
RUE        RIGOULET                   
RUE        DE LA SABLIERE             
ALLEE      SCHENEIDER                 
VC         3                          
ROUTE      DE BAYONNE                 
IMPASSE    BEYRIERE                   
CHEMIN     DU CAM                     
RUE        DU CIMETIERE               
IMPASSE    COUTOT                     
RUE        DE LA CROIX                
CHEMIN     DES ECOLES                 
RUE        DE L EGLISE                
PLACE      DE LA GENDARMERIE          
ROUTE      DU HAMEAU                  
ALLEE      MEYER                      
N          RTE NATIONALE              
RUE        DE LA POSTE                
CHEMIN     DE RIBEROTE                
RUE        RIGOULET                   
RUE        DE LA SABLIERE             
ALLEE      SCHENEIDER                 
VC         3                          
RUE        DE LA VIEILLE POMPE        
CHEMIN     DE L ARMENTIOU             
CHEMIN     DES BARTHES                
IMPASSE    DES BARTHES                
CHEMIN     DU CAMOT                   
CHEMIN     DE CASSIET                 
CHEMIN     DE CASSOU                  
IMPASSE    DE CASSOU                  
CHEMIN     DE COUTROUILH              
RUE        DE LA CROIX                
IMPASSE    DE LA CROIX                
RUE        DE L EGLISE                
CHEMIN     DE L ESTIBAT               
CHEMIN     DU GAVE                    
PLACE      DE LA GENDARMERIE          
IMPASSE    DE LA GLACIERE             
CHEMIN     DE HAYET                   
IMPASSE    JEAN LABASTE               
VOIE       LAFOURCADE                 
CHEMIN     LAGOURGUE                  
RUE        DU 8 MAI                   
PLACE      DE LA MAIRIE               
CHEMIN     DE MALHEBARBE              
CHEMIN     DE MARLAT                  
CHEMIN     MARTINETTE                 
ALLEE      MEYER                      
           MOULIN DE LA NASSETTE      
N          ANCIENNE RTE NATIONALE 117 
ROUTE      DEPARTEMENTALE 817         
PASSAGE    RTE DEPARTEMENTALE 817     
RUE        DE LA POSTE                
CHEMIN     RIBEROTTE                  
CHEMIN     DE LA SABLIERE             
IMPASSE    LA SABLIERE                
CHEMIN     DE SAUBAGNAC               
ALLEE      SCHNEIDER                  
AVENUE     DU STADE                   
CHEMIN     DE TREBUCQ                 
RUE        DE LA VIEILLE EGLISE       
CHEMIN     ENTRE VIGNES               
           commune :     RAMOUS                         departement : PYRENEES ATLANTIQUES          
LOT        CASSIUS                    
LIEU-DIT   D ARMAGNOU                 
LIEU-DIT   D ARNAUDY                  
LIEU-DIT   DE LAS ARRIBERES           
LIEU-DIT   DE LAS BARTHES             
LIEU-DIT   BERNEDE                    
LIEU-DIT   CAMPAGNE                   
LIEU-DIT   COUT D APOS                
LIEU-DIT   DAILLENCQ                  
LIEU-DIT   HAYET                      
LIEU-DIT   DE LA HOUN CADUT           
LIEU-DIT   LABARTHETE                 
LIEU-DIT   LABIE                      
LIEU-DIT   LAMAYSOU                   
LIEU-DIT   LESBOUNIT                  
LIEU-DIT   LUC                        
LIEU-DIT   D OU PENNEN D OSSAGES      
LIEU-DIT   PEYREFEYRE                 
LIEU-DIT   PRADAS                     
LIEU-DIT   VIALLER                    
LIEU-DIT   VILLAGE                    
LIEU-DIT   BARTHOU                    
IMPASSE    DES ACACIAS                
IMPASSE    L'ARRIBERA                 
           LA CARRERA                 
           LO CARREROT                
CHEMIN     DE CASALIS                 
ROUTE      DU CASTETH                 
CHEMIN     DE CASAUBON                
CHEMIN     DU COUT D'APOS             
CHEMIN     DE DAILHENC                
IMPASSE    DES ECOLES                 
CHEMIN     DU GAVE                    
CHEMIN     DU HALHET                  
ROUTE      IMPERIALE                  
CHEMIN     DE LABARTETA               
IMPASSE    JEAN LABASTE               
CHEMIN     DE LAMAYSOU                
CHEMIN     DE LAPIELANA               
CHEMIN     DE LARMENTIU               
CHEMIN     DE MASSICAM                
CHEMIN     DE MIQUEU                  
CHEMIN     DU MOULIN                  
ROUTE      DEPARTEMENTALE 817         
IMPASSE    DU PN                      
IMPASSE    DE PEIRAFERE               
ROUTE      DES PONTS                  
ALLEE      SAINT AIGNAN               
RUE        SANS SOUCI                 
           commune :     REBENACQ                       departement : PYRENEES ATLANTIQUES          
LOT        PUJALET                    
LOT        CAZABIELLE                 
LOT        COMMUNAL DE ST ESTEBEN     
LOT        PEDEUCOIG                  
LIEU-DIT   ARBOURAT                   
LIEU-DIT   BALAGUE ET DE OUEILDOUNES  
LIEU-DIT   BARBAU                     
LIEU-DIT   BATGUZERE                  
LIEU-DIT   BATLONGUE                  
LIEU-DIT   BATMALE                    
LIEU-DIT   BERNADOU                   
LIEU-DIT   BITAUBE                    
LIEU-DIT   BOUCHET                    
LIEU-DIT   BOURDA                     
LIEU-DIT   COUSTEY                    
LIEU-DIT   COUSTURE                   
LIEU-DIT   DESPEUILLAT                
LIEU-DIT   ESTEBEN                    
LIEU-DIT   GER                        
LIEU-DIT   GUEDOT                     
LIEU-DIT   HOURQUET                   
LIEU-DIT   LAS BIGNES                 
LIEU-DIT   LAS BOUDERIES              
LIEU-DIT   LASCOUMES                  
LIEU-DIT   MARTY                      
LIEU-DIT   PALE                       
LIEU-DIT   PEDEUCOIG                  
LIEU-DIT   PIC                        
LIEU-DIT   SERRE                      
LIEU-DIT   TARDAN                     
LIEU-DIT   TERRADA                    
LIEU-DIT   VILLAGE                    
ROUTE      DE BOSDARROS               
PLACE      DE LA BIELLE               
CHEMIN     LAPEYRADE                  
CHEMIN     DE MONTOULIEU              
N          134                        
ROUTE      DE NAY                     
CHEMIN     ARBOURAT                   
CHEMIN     D'ARNAUDE                  
CHEMIN     DE BARBET                  
ROUTE      DE BELAIR                  
PLACE      DE LA BIELLE               
CHEMIN     DE LAS BIGNES              
CHEMIN     DU BOIS D'EN BAS           
ROUTE      DE BOSDARROS               
CHEMIN     DES BOUDERIES              
IMPASSE    DE BRUGES                  
CHEMIN     DE CASTEIL                 
IMPASSE    CAZABIELLE                 
CHEMIN     DE CAZAUX                  
CHEMIN     DE COUSTEY                 
CHEMIN     DE COULOUMAT               
CHEMIN     DE DERRIERE LE PIC         
CHEMIN     DOUS MARROUS               
PLACE      DE L'EGLISE                
CHEMIN     DE LA GARENNE              
CHEMIN     DE GOAILLARD               
CHEMIN     DE HABARNET                
PLACE      DE LA HAUTE BIELLE         
CHEMIN     DE LAGRAVE                 
CHEMIN     DE LANUSSE                 
CHEMIN     DE LAPEYRADE               
ROUTE      DE LARUNS                  
CHEMIN     DE LASCOUMES               
CHEMIN     DU LAVOIR                  
ROUTE      DE LYS                     
PLACE      DE LA MAIRIE               
CHEMIN     DE MARTY                   
CHEMIN     DE MENARD                  
CHEMIN     DE MOUTES                  
CHEMIN     DE MONTOULIEU              
ROUTE      DE NAY                     
ROUTE      DE PAU                     
CHEMIN     DE PELECQ                  
CHEMIN     PEYRE                      
CHEMIN     DU PIC                     
CHEMIN     DU PRIOU                   
RUE        SAINT ESTEBEN              
CHEMIN     DE SALLENAVE               
CHEMIN     SANSANZ                    
CHEMIN     DE LA SERRE                
           commune :     RIBARROUY                      departement : PYRENEES ATLANTIQUES          
LIEU-DIT   L ARRIBERE                 
LIEU-DIT   BORDENAVE                  
LIEU-DIT   LA LANNE                   
LIEU-DIT   CHINANE                    
LIEU-DIT   L EGLISE                   
LIEU-DIT   L ECOLE                    
LIEU-DIT   GUICHO                     
LIEU-DIT   LANOT                      
LIEU-DIT   MIMBLOUS                   
LIEU-DIT   MONDILLOT                  
LIEU-DIT   ROUGLAN                    
LIEU-DIT   TRUCOT                     
LIEU-DIT   BEDOUT                     
LIEU-DIT   GUICHOU                    
           commune :     RIUPEYROUS                     departement : PYRENEES ATLANTIQUES          
LIEU-DIT   ARRIBAOU                   
LIEU-DIT   BOURLET                    
LIEU-DIT   CABENS                     
LIEU-DIT   CAMP DE SUS                
LIEU-DIT   CAPBATS                    
LIEU-DIT   CLABE                      
LIEU-DIT   DOUS BERNETS               
LIEU-DIT   FAUBOURG                   
LIEU-DIT   L ILE                      
LIEU-DIT   LABOURIE                   
LIEU-DIT   LANCEMAN                   
LIEU-DIT   LAS BIGNES                 
LIEU-DIT   POUBLAN                    
LIEU-DIT   TUSQ                       
LIEU-DIT   VILLAGE                    
LIEU-DIT   LANNE DE BOAST             
RUE        DE LABEZIOU                
CR         DIT D ARTIGALOU LABEZIOU   
CR         DIT DE BARBE               
RUE        DE BERGEROU                
CR         DIT DE BERNETS             
IMPASSE    DE BIGORRE                 
CR         DIT DE CABENS              
IMPASSE    CABENS                     
RUE        CAPHAURE                   
CR         DIT DE CAPHAURE            
RUE        DU CENTRE                  
AVENUE     CORPS FRANC POMMIES        
RUE        DE L EGLISE                
CR         DIT DE L EXTREMIERE        
RUE        DU FAUBOURG                
RUE        DU FOYER                   
ROUTE      DU GABAS                   
ROUTE      GARLIN PONTACQ             
IMPASSE    DE LABESIAU                
RUE        DE LABESIAU                
RUE        LABOURIE                   
CR         DIT DU RUISSEAU DE LAGARIE 
CHEMIN     LAGARRIGUE                 
CR         DIT DE LAGARRIGUE          
CR         DIT DE LAGRABE             
RUE        LAMARQUE                   
IMPASSE    LAMARQUE                   
CHEMIN     LANCEMAN                   
CR         DIT DE LANCEMAN            
RUE        DE LAPASSADE               
CR         DU RUISSEAU DE LARROQUE    
CR         DIT DE LASBERROUDERES      
RUE        DE LASSERRE                
CR         DIT DE LASSERRE            
RUE        DE LA MAIRIE               
CR         DIT DE MONASSUT            
RUE        DU MOULIN                  
RUE        DU MOULIN DE TUSCQ         
IMPASSE    D OSSAU                    
CHEMIN     DES POUDGES                
RUE        DU VILLAGE                 
           commune :     RIVEHAUTE                      departement : PYRENEES ATLANTIQUES          
LOT        HANDY                      
LIEU-DIT   BASCOINS                   
LIEU-DIT   LE BEDAT                   
LIEU-DIT   BIBI                       
LIEU-DIT   LE BOURG                   
LIEU-DIT   CHICOT                     
LIEU-DIT   COS                        
LIEU-DIT   GAHAOULE                   
LIEU-DIT   LA GARE                    
LIEU-DIT   LE HAMEAU                  
LIEU-DIT   HEREBIOU                   
LIEU-DIT   LABAIGT                    
LIEU-DIT   LABOURDETTE                
LIEU-DIT   LARRECQ DU GAUS            
LIEU-DIT   LARRUNDUIGT                
LIEU-DIT   LINDHOSTE                  
LIEU-DIT   MALHERBE                   
LIEU-DIT   MONDE HIAS                 
LIEU-DIT   MOULIA                     
LIEU-DIT   PESQUE                     
LIEU-DIT   LA PLAINE                  
LIEU-DIT   RANQUETAT                  
LIEU-DIT   TAMBOURY                   
LIEU-DIT   TRES ARRIOUS               
LIEU-DIT   MANCHOT                    
LIEU-DIT   PONTERIC                   
CHEMIN     D ARAUJUZON                
CHEMIN     DE BASCOIN A SOUSTOUY      
CHEMIN     DE BEDAT                   
CHEMIN     DE CAMOU                   
CHEMIN     DE DAVANT                  
RUE        DE L EGLISE                
CHEMIN     DE LA GARE                 
CHEMIN     DU GAVE                    
CHEMIN     DE LARRUNDUIGT             
CHEMIN     DE LARTIGUE                
CHEMIN     DE LESCLOUPE               
CHEMIN     DE MONTFORT                
CHEMIN     DE LA PLAINE               
CHEMIN     DE SOUSTANY                
CHEMIN     DE TEMBOURY                
CHEMIN     TEOULE                     
           commune :     RONTIGNON                      departement : PYRENEES ATLANTIQUES          
LOT        BROCA                      
LOT        BUR                        
LOT        CAZENAVE                   
LOT        LES CAPUCINES              
LOT        DE L EGLISE                
LOT        GASSION                    
LOT        GOURRAT                    
LOT        IZARD                      
LOT        LAS CAIRES                 
LOT        LABAN                      
LOT        LA LANETTE                 
LOT        CLOS DES MIMOSAS           
LOT        SAINT LAURENT              
LOT        SUBERBIELLE                
LIEU-DIT   ARRIBERE ET LAS BOURIES    
LIEU-DIT   ARTIGUELONGUE              
LIEU-DIT   BACH DOU CAZALA            
LIEU-DIT   CAIRES                     
LIEU-DIT   LA CAMPAGNE                
LIEU-DIT   CAZAUBOU                   
LIEU-DIT   LA CHARTREUSE              
LIEU-DIT   COULY                      
LIEU-DIT   L ECOLE                    
LIEU-DIT   GASSIOLOU                  
LIEU-DIT   LA GLANDEE                 
LIEU-DIT   GRAND PRE ET CHATEAU       
LIEU-DIT   HOURGUET                   
LIEU-DIT   HULOT ET DARRE CAZE        
LIEU-DIT   IZARD                      
LIEU-DIT   LA LANETTE                 
LIEU-DIT   LAS USCLADOS               
LIEU-DIT   LASGLERES                  
LIEU-DIT   MEDEVIELLE                 
LIEU-DIT   MONTALIBET                 
LIEU-DIT   MOUNANE                    
LIEU-DIT   PASSABET                   
LIEU-DIT   PEDEBOY                    
LIEU-DIT   LA PRAIRIE                 
LIEU-DIT   PRES DU SALIGAT            
LIEU-DIT   ROUSSILLE                  
LIEU-DIT   SAINT MARTY                
LIEU-DIT   LE SALIGAT                 
LIEU-DIT   TOUYAROU ET CASTAGNOU      
LIEU-DIT   TUCAS                      
LIEU-DIT   TUCOOU                     
LIEU-DIT   LE TURON                   
LIEU-DIT   LE VILLAGE                 
IMPASSE    DE L'ARRIU                 
IMPASSE    ARTIGUELONGUE              
IMPASSE    DU BARADOT                 
CHEMIN     DES  BARTHOTS              
RUE        LAS CAIRES                 
RUE        DU BEARN                   
IMPASSE    LA CAMPAGNE                
IMPASSE    DU CANAL                   
IMPASSE    CASSOURADE                 
CHEMIN     DE CASTAGNOU               
CHEMIN     DE LA COTE PEBORDE         
AVENUE     DES COTEAUX                
CHEMIN     COUTEILLOU                 
CHEMIN     DES CRETES                 
CHEMIN     DES ECOLES                 
CHEMIN     DES ECUREUILS              
RUE        DE L EGLISE                
CHEMIN     DE LA GLANDEE              
ROUTE      DU HAMEAU                  
CHEMIN     DE LA LANETTE              
CHEMIN     LASBOURIES                 
CHEMIN     DU MOULIN                  
IMPASSE    DES MIMOSAS                
ROUTE      DE NAY                     
RUE        DE L'OREE DU BOIS          
CHEMIN     DE PASSABET                
RUE        SAINT PIERRE               
ROUTE      DE PIETAT                  
ROUTE      DES PINDATS                
RUE        DES PYRENEES               
CHEMIN     DE LA SABLIERE             
CHEMIN     DES SOURCES                
CHEMIN     TISNE                      
IMPASSE    DU VIEUX BOURG             
RUE        DU VIEUX BOURG             
           commune :     ROQUIAGUE                      departement : PYRENEES ATLANTIQUES          
LIEU-DIT   ASCONE                     
LIEU-DIT   BACHAGAITCA                
LIEU-DIT   BASSADARRETA               
LIEU-DIT   BOSTARDAKA                 
LIEU-DIT   CAPAREMBORDE               
LIEU-DIT   CAPARMACHELA               
LIEU-DIT   ELICHALTIA                 
LIEU-DIT   ERRECA SAHARRE             
LIEU-DIT   ESCANDE                    
LIEU-DIT   ETCHEBERRY                 
LIEU-DIT   ETCHETOUA                  
LIEU-DIT   ETCHEVERRIA                
LIEU-DIT   EYHERASAGNE                
LIEU-DIT   HANIKIA                    
LIEU-DIT   HEGUILUZIA                 
LIEU-DIT   HILAGUE                    
LIEU-DIT   HOURCOURIGARAY             
LIEU-DIT   HOURTALDY                  
LIEU-DIT   IDIART                     
LIEU-DIT   IRIGARAY                   
LIEU-DIT   LARRE                      
LIEU-DIT   LARRONDO                   
LIEU-DIT   LEPOCHIPIA                 
LIEU-DIT   LOPE                       
LIEU-DIT   LOPEBORDE                  
LIEU-DIT   MOUNAOUT                   
LIEU-DIT   NABAHENDIA                 
LIEU-DIT   OLHAUQUY                   
LIEU-DIT   OSQUIGUIL                  
LIEU-DIT   OURAHANDIA                 
LIEU-DIT   OYHANONDO                  
LIEU-DIT   OYHANORDOKITA              
LIEU-DIT   OYHENARTIA                 
LIEU-DIT   PESSABERRIA                
LIEU-DIT   PHORDOY                    
LIEU-DIT   SABUQUIDOY                 
LIEU-DIT   UDOY                       
LIEU-DIT   URRUTY                     
           commune :     SAINT ABIT                     departement : PYRENEES ATLANTIQUES          
LOT        DES CHAMPS                 
LOT        LES BARTHES                
LOT        DES BARTHOTES              
LOT        CAZAUDEHORE                
LOT        DABANCENS                  
LOT        L'ARRAYADE                 
LIEU-DIT   L ARRIOU                   
LIEU-DIT   DOUS AUGAS                 
LIEU-DIT   CARDEDE DE BACH            
LIEU-DIT   CARDEDE DE HAUT            
LIEU-DIT   LAS CASTAGNERES            
LIEU-DIT   DOU CASTET MAOU HEIT       
LIEU-DIT   DOUS CUYALAS               
LIEU-DIT   DOU BEDAT                  
LIEU-DIT   DOU SERROT                 
LIEU-DIT   L ESCOURRE                 
LIEU-DIT   LA HAILLE                  
LIEU-DIT   LABEDE                     
LIEU-DIT   LANNE DE BACH              
LIEU-DIT   LANNE DE HAUT              
LIEU-DIT   LASBARTHES                 
LIEU-DIT   DOUS PRATS DE LA BEROYE    
LIEU-DIT   VILLAGE                    
LIEU-DIT   LOU COMMUNAOU              
CHEMIN     DES BARTHES                
RUE        DU BASTION                 
CHEMIN     DES CHAMPS                 
RUE        DE L EGLISE                
RUE        DU GAVE                    
RUE        JEAN BONNEMAIZON           
CHEMIN     DES LANDES                 
CHEMIN     DE LARROUNDADE             
RUE        DU LUZ                     
CHEMIN     DES MARNIERES              
PLACE      DE LA MAIRIE               
RUE        DE PAU                     
IMPASSE    DE LA PLAINE               
IMPASSE    DES PYRENEES               
           commune :     SAINT ARMOU                    departement : PYRENEES ATLANTIQUES          
LOT        DE BEILHE                  
LOT        BOUSQUE 1                  
LOT        DU CENTRE                  
LOT        METERIE                    
LOT        LA PERPINIERE              
LIEU-DIT   ARRIEULA                   
LIEU-DIT   BARBE                      
LIEU-DIT   BETBEDER                   
LIEU-DIT   BOUPIES                    
LIEU-DIT   BRITIS                     
LIEU-DIT   CABE                       
LIEU-DIT   CANTON                     
LIEU-DIT   CATOUHET                   
LIEU-DIT   CAZAUBIEILH                
LIEU-DIT   CLERCQ                     
LIEU-DIT   COSTALAOU                  
LIEU-DIT   COURALET                   
LIEU-DIT   COUSTET                    
LIEU-DIT   GOURGUE                    
LIEU-DIT   HEDACQ                     
LIEU-DIT   HOURNE                     
LIEU-DIT   LARRECOT                   
LIEU-DIT   LARROUTUROU                
LIEU-DIT   LASCOUMES                  
LIEU-DIT   MENYOT                     
LIEU-DIT   MERLOU                     
LIEU-DIT   METERIE                    
LIEU-DIT   MONJET                     
LIEU-DIT   MOULIN                     
LIEU-DIT   MOULIN MOURAAS             
LIEU-DIT   MOURAAS                    
LIEU-DIT   PEDIBAT                    
LIEU-DIT   PELLAHIGUE                 
LIEU-DIT   POEY                       
LIEU-DIT   POUTOU                     
LIEU-DIT   SAINT CASTIN               
LIEU-DIT   THEN                       
CHEMIN     D'ANOS                     
CHEMIN     D'ARRIEULA                 
VC         N 31 DE BEILLE             
CHEMIN     DE BETBEDER                
CHEMIN     DE BIE                     
CHEMIN     DE BIRAIL                  
CHEMIN     DE BOUPIES                 
CHEMIN     DE CABE                    
CHEMIN     DE CATOUHET                
CHEMIN     DE CAZALA                  
CHEMIN     DE CAZAUBIEILH             
CHEMIN     DE CATHALY                 
CHEMIN     DU CENTRE                  
CHEMIN     DE CLERCQ                  
IMPASSE    DE CLERCQ                  
CHEMIN     DE CLERCQ PAPE             
CHEMIN     DE COCO                    
COTE       DE HILLOU                  
COTE       DE PEDARRIEU               
CHEMIN     DE COURALET                
CHEMIN     DE DELORT                  
CD         206                        
CHEMIN     DE DOMECQ                  
CHEMIN     DE FROUTE                  
CHEMIN     DE GUILHAMET               
CHEMIN     DE GUILHAMOU               
CHEMIN     DE GUILHAMOULIE            
CHEMIN     DU LAC                     
CHEMIN     DE LACOURREGE              
CHEMIN     LAGARDERE                  
CHEMIN     DE LAHOURCADE              
CHEMIN     DE LAMPLET                 
COTE       DE LARRAZERE               
CHEMIN     DE LARRECOT                
CHEMIN     DE LARROUY                 
CHEMIN     DE LARROZE                 
CHEMIN     DE LASCLAVERIES            
CHEMIN     DE LAUGARE                 
CHEMIN     DE LAVIGNETTE              
CHEMIN     DE MARLERE                 
CHEMIN     DU MOULIN DENIS            
CHEMIN     DU MOULIN GUICHENUY        
CHEMIN     DU MOULIN MOURAAS          
CHEMIN     DE MOURLANE                
CHEMIN     DE NAVAILLES               
CHEMIN     DE PAU                     
CHEMIN     DE PELLAHIGUE              
CHEMIN     DE LA PERPINIERE           
CHEMIN     DE PILHARD                 
CHEMIN     DE POEY                    
CHEMIN     DE POUTOU                  
COTE       DU PRESBYTERE              
CHEMIN     DE SARTHOU                 
CHEMIN     DE SEPTOU                  
CHEMIN     DU STADE                   
CHEMIN     DE TOUYAROT                
CD         39                         
CHEMIN     TURON                      
           commune :     SAINT BOES                     departement : PYRENEES ATLANTIQUES          
LIEU-DIT   BEDOUREDE                  
LIEU-DIT   BERGE                      
LIEU-DIT   DOU BOSCQ                  
LIEU-DIT   CABARRECQ                  
LIEU-DIT   CAMP ROMAIN                
LIEU-DIT   CASAOUS                    
LIEU-DIT   CASSANET                   
LIEU-DIT   COUTOT                     
LIEU-DIT   L EGLISE                   
LIEU-DIT   FREROU                     
LIEU-DIT   HOUNS DE CAM               
LIEU-DIT   LABARTHE DU HOURCQ         
LIEU-DIT   LABOURDETTE                
LIEU-DIT   LAHERRERE                  
LIEU-DIT   LAS LANES                  
LIEU-DIT   LAPLACE                    
LIEU-DIT   LASPLACES                  
LIEU-DIT   LASSERRE                   
LIEU-DIT   LATAILLADE                 
LIEU-DIT   LUC                        
LIEU-DIT   MONLONG                    
LIEU-DIT   NOUGUE                     
LIEU-DIT   PEHITTE                    
LIEU-DIT   PETIT                      
LIEU-DIT   SARRAGAYOU                 
LIEU-DIT   SARRUSSERE                 
LIEU-DIT   LA SOURCE                  
LIEU-DIT   TOUROUN                    
ROUTE      D'AMOU                     
ROUTE      DE BAIGTS                  
CHEMIN     DE BERGERAS                
ROUTE      DE BONNUT                  
ROUTE      DU CAMP ROMAIN             
CHEMIN     DE COUSTANCE               
CHEMIN     DU COUTOT                  
ROUTE      DE DAX                     
IMPASSE    DE L'ECOLE                 
CHEMIN     DE L'EGLISE                
CHEMIN     DE HABARNET                
CHEMIN     DE JOFFRET                 
CHEMIN     DE LABIDALETTE             
CHEMIN     DE LALANNE                 
CHEMIN     DE LAPLACE                 
CHEMIN     DE LASBASSES               
CHEMIN     DE LASSERRE                
IMPASSE    DE LOUGE                   
CHEMIN     DE MAYSOUETTE              
CHEMIN     DE MONLONG                 
ROUTE      D'ORTHEZ                   
CHEMIN     DE REBUQUET                
ROUTE      DE SAINT GIRONS            
CHEMIN     DE SARRUSSERE              
CHEMIN     DE TOUROUN                 
           commune :     SAINT CASTIN                   departement : PYRENEES ATLANTIQUES          
LOT        ANGEVIN                    
LOT        BERNAL                     
QUA        DU BOUEROU                 
QUA        LAS BROUSTERES             
LOT        CAPDEVIELLE                
LOT        CHALOSSE                   
LOT        LACOSTE                    
LOT        LAS BROUSTERES             
LOT        LASCOUMES                  
QUA        ROBERT                     
QUA        TISNE                      
LIEU-DIT   ANDREOU                    
LIEU-DIT   BAYLE ET CANDALE           
LIEU-DIT   BEGUERIE                   
LIEU-DIT   BOUEROU                    
LIEU-DIT   BROUCA                     
LIEU-DIT   CAPDEVIELLE                
LIEU-DIT   CAPITAINE                  
LIEU-DIT   CAZALA                     
LIEU-DIT   CLOS                       
LIEU-DIT   CUYALAA                    
LIEU-DIT   DARRICAU                   
LIEU-DIT   DUBOUE                     
LIEU-DIT   EGLISE                     
LIEU-DIT   GEES                       
LIEU-DIT   GRATIEN ET GOULARD         
LIEU-DIT   GUICHAMEN                  
LIEU-DIT   GUIRAUT                    
LIEU-DIT   HAU                        
LIEU-DIT   HIALLE                     
LIEU-DIT   LABARRERE                  
LIEU-DIT   LAUGARETTE                 
LIEU-DIT   LAULHE                     
LIEU-DIT   MIEYA ET LACROUTS          
LIEU-DIT   MOURA                      
LIEU-DIT   MOUREU                     
LIEU-DIT   PHILIPPE                   
LIEU-DIT   PUYOO                      
LIEU-DIT   ROBERT                     
LIEU-DIT   SALETTE                    
LIEU-DIT   TAUZIA                     
LIEU-DIT   TEMS                       
CHEMIN     DU BEDAT                   
CHEMIN     DU BOIS                    
ROUTE      DE BUROS                   
CHEMIN     CAMI DE BACH               
CD         206                        
CHEMIN     DU CORDONNIER              
CHEMIN     DE LACROUTS                
ROUTE      DE MORLAAS                 
CHEMIN     DE MORLANNAIS              
CHEMIN     DU SEGUET                  
ROUTE      DE SERRES CASTET           
CHEMIN     DES AUGAS                  
CR         DE BAIX                    
IMPASSE    BALIE                      
CHEMIN     BARRERE                    
CR         DE BAS                     
CHEMIN     DU BEDAT                   
ROUTE      DE BERNADETS               
IMPASSE    BERNAL                     
CHEMIN     DU BOIS                    
CHEMIN     BROUCA                     
